trip_id,stop_id,stop_sequence,stop_headsign,arrival_time,departure_time,timepoint
C43-V1_route_1_1111110_69240,mxc_C117_STP_87,4677,Industria del Vestido,05:16:15,05:16:15,0
C43-V1_route_1_1111110_69240,mxc_C117_STP_93,4660,Periférico Norte,04:51:30,04:51:30,0
C43-V1_route_1_1111110_69240,mxc_C117_STP_94,4661,Arcos del Triunfo,04:52:20,04:52:20,0
C43-V1_route_1_1111110_69240,mxc_C136_STP_57,4659,Anillo Periferico,04:50:00,04:50:00,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_04,4662,Avenida Torremolinos,04:54:21,04:54:21,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_05,4663,Marbella,04:55:26,04:55:26,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_06,4664,Av. Valdepeñas,04:56:21,04:56:21,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_07,4665,Avenida Valdepeñas,04:57:17,04:57:17,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_08,4666,Avenida Valdepeñas,04:58:30,04:58:30,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_09,4667,Parada ruta 15,04:59:35,04:59:35,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_10,4668,Calle Vino Tinto,05:01:05,05:01:05,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_11,4669,Calle Sol Naciente,05:01:54,05:01:54,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_13,4671,Pelicano,05:08:23,05:08:23,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_14,4672,Paseo de las Palmas,05:10:00,05:10:00,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_15,4673,Av. Camino A Bosque San Isidro,05:11:03,05:11:03,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_16,4674,Paseo de los Fresnos,05:12:44,05:12:44,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_17,4675,Av. Industria del Agave,05:13:57,05:13:57,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_18,4676,Plaza San Isidro,05:14:41,05:14:41,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_22,4680,Prolongacion Laureles,05:20:39,05:20:39,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_26,4684,Lic. Alberto M. González,05:26:25,05:26:25,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_27,4685,General Juan Aguirre Benavidez,05:27:25,05:27:25,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_32,4690,Anillo Periférico Norte Manuel Gómez Morín,05:34:14,05:34:14,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_33,4691,Carretera Saltillo,05:35:53,05:35:53,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_34,4692,Avenida Alcalde,05:36:57,05:36:57,0
C43-V1_route_1_1111110_69240,mxc_C43V1_STP_35,4693,Carretera Saltillo,05:37:59,05:37:59,0
C43-V1_route_1_1111110_69240,mxc_C43V2_STP_109,4670,Av. Flamenco,05:03:49,05:03:49,0
C43-V1_route_1_1111110_69240,mxc_C43V2_STP_13,4679,Pino Suárez,05:18:59,05:18:59,0
C43-V1_route_1_1111110_69240,mxc_C53_STP_247,4678,Industria del Plastico,05:16:53,05:16:53,0
C43-V1_route_2_0000001_21120,mxc_C117_STP_44,4727,Anillo Periferico,06:36:33,06:36:33,0
C43-V1_route_2_0000001_21120,mxc_C117_STP_75,4698,Waterpolo,05:57:04,05:57:04,0
C43-V1_route_2_0000001_21120,mxc_C117_STP_76,4699,Calzada Federalismo,05:58:56,05:58:56,0
C43-V1_route_2_0000001_21120,mxc_C117_STP_77,4700,División del Norte,06:00:25,06:00:25,0
C43-V1_route_2_0000001_21120,mxc_C117_STP_78,4701,Av. De Los Tabachines,06:01:40,06:01:40,0
C43-V1_route_2_0000001_21120,mxc_C136_STP_56,4728,Avenida Juan Pablo II,06:40:50,06:40:50,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_36,4694,Avenida Alcalde,05:52:00,05:52:00,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_37,4695,Avenida Alcalde,05:53:17,05:53:17,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_39,4697,Carretera Saltillo,05:55:37,05:55:37,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_44,4702,Salvador Gonzalez,06:02:28,06:02:28,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_45,4703,Paseo de Las Magnolias,06:03:52,06:03:52,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_46,4704,Universidad TecMilenio,06:05:30,06:05:30,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_47,4705,Paseo de Los Brezos,06:06:49,06:06:49,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_48,4706,Belenes,06:07:43,06:07:43,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_49,4707,Av. Jose Parres Arias,06:08:56,06:08:56,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_50,4708,Cucea,06:09:44,06:09:44,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_51,4709,La Grana,06:12:59,06:12:59,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_52,4710,Rinconada de los Pinos,06:14:30,06:14:30,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_53,4711,Paseo de las Palmas,06:15:45,06:15:45,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_54,4712,Av. Industria Textil,06:16:51,06:16:51,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_55,4713,Av. Paseo de las Aves,06:18:08,06:18:08,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_56,4714,Avenida Paseo de las Aves,06:19:27,06:19:27,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_57,4715,San Víctor,06:20:18,06:20:18,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_58,4716,Camino a Las Misiones,06:21:26,06:21:26,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_59,4717,Antiguo Camino a San Sebastian,06:22:49,06:22:49,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_60,4718,Hacienda de Las Jacarandas,06:24:08,06:24:08,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_62,4720,Prolongación Avenida de las Misiones,06:26:06,06:26:06,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_63,4721,Avenida Valdepeñas,06:28:03,06:28:03,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_64,4722,Avenida Valdepeñas,06:28:58,06:28:58,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_65,4723,Avenida Valdepeñas,06:29:40,06:29:40,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_66,4724,Avenida Valdepeñas,06:30:42,06:30:42,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_67,4725,Avenida Valdepeñas,06:31:58,06:31:58,0
C43-V1_route_2_0000001_21120,mxc_C43V1_STP_68,4726,Av. Juan Gil Preciado,06:35:14,06:35:14,0
C43-V1_route_2_0000001_21120,mxc_C43V2_STP_109,4719,Av. Flamenco,06:24:55,06:24:55,0
C43-V1_route_2_0000001_21120,mxc_C90_STP_42,4696,Carretera Saltillo,05:54:24,05:54:24,0
C43-V1_route_2_1111110_47040,mxc_C117_STP_44,4727,Anillo Periferico,06:36:33,06:36:33,0
C43-V1_route_2_1111110_47040,mxc_C117_STP_75,4698,Waterpolo,05:57:04,05:57:04,0
C43-V1_route_2_1111110_47040,mxc_C117_STP_76,4699,Calzada Federalismo,05:58:56,05:58:56,0
C43-V1_route_2_1111110_47040,mxc_C117_STP_77,4700,División del Norte,06:00:25,06:00:25,0
C43-V1_route_2_1111110_47040,mxc_C117_STP_78,4701,Av. De Los Tabachines,06:01:40,06:01:40,0
C43-V1_route_2_1111110_47040,mxc_C136_STP_56,4728,Avenida Juan Pablo II,06:40:50,06:40:50,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_36,4694,Avenida Alcalde,05:52:00,05:52:00,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_37,4695,Avenida Alcalde,05:53:17,05:53:17,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_39,4697,Carretera Saltillo,05:55:37,05:55:37,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_44,4702,Salvador Gonzalez,06:02:28,06:02:28,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_45,4703,Paseo de Las Magnolias,06:03:52,06:03:52,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_46,4704,Universidad TecMilenio,06:05:30,06:05:30,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_47,4705,Paseo de Los Brezos,06:06:49,06:06:49,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_48,4706,Belenes,06:07:43,06:07:43,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_49,4707,Av. Jose Parres Arias,06:08:56,06:08:56,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_50,4708,Cucea,06:09:44,06:09:44,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_51,4709,La Grana,06:12:59,06:12:59,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_52,4710,Rinconada de los Pinos,06:14:30,06:14:30,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_53,4711,Paseo de las Palmas,06:15:45,06:15:45,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_54,4712,Av. Industria Textil,06:16:51,06:16:51,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_55,4713,Av. Paseo de las Aves,06:18:08,06:18:08,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_56,4714,Avenida Paseo de las Aves,06:19:27,06:19:27,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_57,4715,San Víctor,06:20:18,06:20:18,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_58,4716,Camino a Las Misiones,06:21:26,06:21:26,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_59,4717,Antiguo Camino a San Sebastian,06:22:49,06:22:49,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_60,4718,Hacienda de Las Jacarandas,06:24:08,06:24:08,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_62,4720,Prolongación Avenida de las Misiones,06:26:06,06:26:06,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_63,4721,Avenida Valdepeñas,06:28:03,06:28:03,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_64,4722,Avenida Valdepeñas,06:28:58,06:28:58,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_65,4723,Avenida Valdepeñas,06:29:40,06:29:40,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_66,4724,Avenida Valdepeñas,06:30:42,06:30:42,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_67,4725,Avenida Valdepeñas,06:31:58,06:31:58,0
C43-V1_route_2_1111110_47040,mxc_C43V1_STP_68,4726,Av. Juan Gil Preciado,06:35:14,06:35:14,0
C43-V1_route_2_1111110_47040,mxc_C43V2_STP_109,4719,Av. Flamenco,06:24:55,06:24:55,0
C43-V1_route_2_1111110_47040,mxc_C90_STP_42,4696,Carretera Saltillo,05:54:24,05:54:24,0
C43-V1_route_2_1111110_47040_2,mxc_C117_STP_44,4727,Anillo Periferico,23:08:33,23:08:33,0
C43-V1_route_2_1111110_47040_2,mxc_C117_STP_75,4698,Waterpolo,22:29:04,22:29:04,0
C43-V1_route_2_1111110_47040_2,mxc_C117_STP_76,4699,Calzada Federalismo,22:30:56,22:30:56,0
C43-V1_route_2_1111110_47040_2,mxc_C117_STP_77,4700,División del Norte,22:32:25,22:32:25,0
C43-V1_route_2_1111110_47040_2,mxc_C117_STP_78,4701,Av. De Los Tabachines,22:33:40,22:33:40,0
C43-V1_route_2_1111110_47040_2,mxc_C136_STP_56,4728,Avenida Juan Pablo II,23:12:50,23:12:50,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_36,4694,Avenida Alcalde,22:24:00,22:24:00,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_37,4695,Avenida Alcalde,22:25:17,22:25:17,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_39,4697,Carretera Saltillo,22:27:37,22:27:37,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_44,4702,Salvador Gonzalez,22:34:28,22:34:28,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_45,4703,Paseo de Las Magnolias,22:35:52,22:35:52,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_46,4704,Universidad TecMilenio,22:37:30,22:37:30,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_47,4705,Paseo de Los Brezos,22:38:49,22:38:49,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_48,4706,Belenes,22:39:43,22:39:43,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_49,4707,Av. Jose Parres Arias,22:40:56,22:40:56,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_50,4708,Cucea,22:41:44,22:41:44,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_51,4709,La Grana,22:44:59,22:44:59,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_52,4710,Rinconada de los Pinos,22:46:30,22:46:30,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_53,4711,Paseo de las Palmas,22:47:45,22:47:45,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_54,4712,Av. Industria Textil,22:48:51,22:48:51,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_55,4713,Av. Paseo de las Aves,22:50:08,22:50:08,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_56,4714,Avenida Paseo de las Aves,22:51:27,22:51:27,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_57,4715,San Víctor,22:52:18,22:52:18,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_58,4716,Camino a Las Misiones,22:53:26,22:53:26,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_59,4717,Antiguo Camino a San Sebastian,22:54:49,22:54:49,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_60,4718,Hacienda de Las Jacarandas,22:56:08,22:56:08,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_62,4720,Prolongación Avenida de las Misiones,22:58:06,22:58:06,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_63,4721,Avenida Valdepeñas,23:00:03,23:00:03,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_64,4722,Avenida Valdepeñas,23:00:58,23:00:58,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_65,4723,Avenida Valdepeñas,23:01:40,23:01:40,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_66,4724,Avenida Valdepeñas,23:02:42,23:02:42,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_67,4725,Avenida Valdepeñas,23:03:58,23:03:58,0
C43-V1_route_2_1111110_47040_2,mxc_C43V1_STP_68,4726,Av. Juan Gil Preciado,23:07:14,23:07:14,0
C43-V1_route_2_1111110_47040_2,mxc_C43V2_STP_109,4719,Av. Flamenco,22:56:55,22:56:55,0
C43-V1_route_2_1111110_47040_2,mxc_C90_STP_42,4696,Carretera Saltillo,22:26:24,22:26:24,0
C43-V2_route_1_0000001_17400,mxa_T15C01_STP_68,4779,Calle Santa Mónica,05:46:22,05:46:22,0
C43-V2_route_1_0000001_17400,mxc_C04_STP_22,4780,Calle Santa Mónica,05:47:14,05:47:14,0
C43-V2_route_1_0000001_17400,mxc_C04_STP_27,4778,Calle Jesús García,05:45:19,05:45:19,0
C43-V2_route_1_0000001_17400,mxc_C108V2_STP_94,4766,Alonso de la Mota y Escobar,05:33:18,05:33:18,0
C43-V2_route_1_0000001_17400,mxc_C108V2_STP_95,4767,Miguel Gordoa,05:34:15,05:34:15,0
C43-V2_route_1_0000001_17400,mxc_C108V2_STP_96,4768,Felix Palavicini,05:35:28,05:35:28,0
C43-V2_route_1_0000001_17400,mxc_C117_STP_50,4743,Centro Cultural Universitario,05:08:09,05:08:09,0
C43-V2_route_1_0000001_17400,mxc_C120_STP_45,4770,Avenida Fray Antonio Alcalde,05:37:22,05:37:22,0
C43-V2_route_1_0000001_17400,mxc_C120_STP_46,4771,Avenida Fray Antonio Alcalde,05:38:27,05:38:27,0
C43-V2_route_1_0000001_17400,mxc_C120_STP_47,4772,Avenida Alcalde,05:39:15,05:39:15,0
C43-V2_route_1_0000001_17400,mxc_C120_STP_48,4773,Avenida Fray Antonio Alcalde,05:40:15,05:40:15,0
C43-V2_route_1_0000001_17400,mxc_C33_STP_87,4750,Calle Ingeniero Pastor Rouaix,05:16:23,05:16:23,0
C43-V2_route_1_0000001_17400,mxc_C43V1_STP_13,4735,Pelicano,04:55:58,04:55:58,0
C43-V2_route_1_0000001_17400,mxc_C43V1_STP_14,4736,Paseo de las Palmas,04:57:35,04:57:35,0
C43-V2_route_1_0000001_17400,mxc_C43V1_STP_15,4737,Av. Camino A Bosque San Isidro,04:58:38,04:58:38,0
C43-V2_route_1_0000001_17400,mxc_C43V1_STP_16,4738,Paseo de los Fresnos,05:00:19,05:00:19,0
C43-V2_route_1_0000001_17400,mxc_C43V1_STP_22,4742,Prolongacion Laureles,05:07:15,05:07:15,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_02,4730,Haciendo de Los Nardos,04:51:12,04:51:12,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_03,4731,Calzada de las Flores,04:52:03,04:52:03,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_04,4732,Av. Paseo de las Aves,04:53:04,04:53:04,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_05,4733,Av. Valle de San Isidro,04:54:18,04:54:18,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_06,4734,Prolongacion Rio Blanco,04:55:08,04:55:08,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_109,4729,Av. Flamenco,04:50:00,04:50:00,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_11,4739,Industria Aceitera,05:01:43,05:01:43,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_13,4741,Pino Suárez,05:05:36,05:05:36,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_16,4744,Ing. Hugo Vazquez Reyes,05:09:36,05:09:36,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_17,4745,Auditorio Telmex,05:10:56,05:10:56,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_18,4746,Villas Belenes,05:12:37,05:12:37,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_19,4747,Villas Belenes,05:13:59,05:13:59,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_20,4748,Avenida Venustiano Carranza,05:14:53,05:14:53,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_21,4749,Avenida Venustiano Carranza,05:15:30,05:15:30,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_23,4751,Avenida Venustiano Carranza,05:17:31,05:17:31,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_24,4752,Avenida Venustiano Carranza,05:18:25,05:18:25,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_25,4753,Avenida Venustiano Carranza,05:19:29,05:19:29,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_26,4754,Avenida Venustiano Carranza,05:20:19,05:20:19,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_27,4755,Calle General Salvador Gonzalez,05:21:00,05:21:00,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_28,4756,Calle General Salvador Gonzalez,05:22:11,05:22:11,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_29,4757,Calle Aldama,05:23:03,05:23:03,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_30,4758,Calle Articulo 123,05:23:58,05:23:58,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_31,4759,Calle Niños Heroes,05:25:39,05:25:39,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_32,4760,Calle Niños Heroes,05:26:42,05:26:42,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_33,4761,Atemajac,05:28:36,05:28:36,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_34,4762,Miguel Negrete,05:29:39,05:29:39,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_35,4763,Calzada del Federalismo Norte,05:30:38,05:30:38,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_36,4764,Calzada Federalismo,05:31:33,05:31:33,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_37,4765,División del Norte,05:32:31,05:32:31,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_41,4769,Av. Fray Antonio Alcalde,05:36:14,05:36:14,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_46,4774,Calle Guanajuato,05:41:26,05:41:26,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_47,4775,Edificio Q,05:42:14,05:42:14,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_48,4776,Calle Mariano Bárcena,05:43:07,05:43:07,0
C43-V2_route_1_0000001_17400,mxc_C43V2_STP_49,4777,Calle Mariano Bárcena,05:44:12,05:44:12,0
C43-V2_route_1_0000001_17400,mxc_C53_STP_247,4740,Industria del Plastico,05:03:27,05:03:27,0
C43-V2_route_2_0000001_21540,mxa_T15C01_STP_79,4793,Av. Fray Antonio Alcalde,06:11:26,06:11:26,0
C43-V2_route_2_0000001_21540,mxa_T19C05_STP_92,4824,Enrique Díaz de León,06:42:29,06:42:29,0
C43-V2_route_2_0000001_21540,mxc_C04_STP_23,4783,Calle Contreras Medellín,06:00:48,06:00:48,0
C43-V2_route_2_0000001_21540,mxc_C04_STP_25,4785,Calle Contreras Medellín,06:02:30,06:02:30,0
C43-V2_route_2_0000001_21540,mxc_C04_STP_28,4787,Avenida Fray Antonio Alcalde,06:04:36,06:04:36,0
C43-V2_route_2_0000001_21540,mxc_C108V1_STP_50,4794,Miguel Gordoa,06:12:39,06:12:39,0
C43-V2_route_2_0000001_21540,mxc_C108V1_STP_51,4795,Juan Gomez de Parada,06:13:32,06:13:32,0
C43-V2_route_2_0000001_21540,mxc_C120_STP_148,4789,Avenida Fray Antonio Alcalde,06:06:45,06:06:45,0
C43-V2_route_2_0000001_21540,mxc_C120_STP_149,4790,Avenida Fray Antonio Alcalde,06:07:52,06:07:52,0
C43-V2_route_2_0000001_21540,mxc_C120_STP_150,4791,Avenida Fray Antonio Alcalde,06:08:53,06:08:53,0
C43-V2_route_2_0000001_21540,mxc_C120_STP_151,4792,Avenida Fray Antonio Alcalde,06:10:14,06:10:14,0
C43-V2_route_2_0000001_21540,mxc_C16_STP_72,4788,La Normal (CETRAM),06:05:34,06:05:34,0
C43-V2_route_2_0000001_21540,mxc_C26_STP_40,4781,Calle Ignacio Herrera y Cairo,05:59:00,05:59:00,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_48,4825,Belenes,06:43:25,06:43:25,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_49,4826,Av. Jose Parres Arias,06:44:38,06:44:38,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_50,4827,Cucea,06:45:26,06:45:26,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_51,4829,La Grana,06:49:16,06:49:16,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_52,4830,Rinconada de los Pinos,06:50:47,06:50:47,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_53,4831,Paseo de las Palmas,06:52:02,06:52:02,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_54,4832,Av. Industria Textil,06:53:09,06:53:09,0
C43-V2_route_2_0000001_21540,mxc_C43V1_STP_55,4833,Av. Paseo de las Aves,06:54:25,06:54:25,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_106,4834,Av. Valle de San Isidro,06:55:19,06:55:19,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_107,4835,Calzada de las Flores,06:56:36,06:56:36,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_108,4836,Hacienda de Las Gardenias,06:58:19,06:58:19,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_109,4837,Av. Flamenco,06:59:13,06:59:13,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_54,4782,Calle Contreras Medellín,06:00:08,06:00:08,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_56,4784,Calle General Eulogio Parra,06:01:46,06:01:46,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_58,4786,Calle Contreras Medellín,06:03:09,06:03:09,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_68,4796,Mezquitan,06:14:18,06:14:18,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_69,4797,Caracas,06:15:22,06:15:22,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_70,4798,Calzada del Federalismo Norte,06:16:26,06:16:26,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_71,4799,Calzada del Federalismo Norte,06:17:23,06:17:23,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_72,4800,Calzada del Federalismo Norte,06:18:18,06:18:18,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_74,4802,Calle Morelos,06:20:48,06:20:48,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_75,4803,Calle Ramón Corona,06:21:44,06:21:44,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_76,4804,Calle Ramón Corona,06:22:36,06:22:36,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_77,4805,Calle Aldama,06:23:42,06:23:42,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_78,4806,Calle Niños Heroes,06:24:52,06:24:52,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_79,4807,Calle Fernando Larios,06:26:21,06:26:21,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_80,4808,General Ignacio L. Pesqueira,06:27:00,06:27:00,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_81,4809,General Ignacio L. Pesqueira,06:27:46,06:27:46,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_82,4810,General Ignacio L. Pesqueira,06:28:42,06:28:42,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_83,4811,Avenida Venustiano Carranza,06:29:29,06:29:29,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_84,4812,Avenida Venustiano Carranza,06:30:24,06:30:24,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_85,4813,Avenida Venustiano Carranza,06:31:11,06:31:11,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_86,4814,Avenida Venustiano Carranza,06:32:14,06:32:14,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_87,4815,Avenida Venustiano Carranza,06:32:59,06:32:59,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_88,4816,Avenida Venustiano Carranza,06:34:01,06:34:01,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_89,4817,Avenida Venustiano Carranza,06:35:01,06:35:01,0
C43-V2_route_2_0000001_21540,mxc_C43V2_STP_90,4818,Avenida Venustiano Carranza,06:35:54,06:35:54,0
