trip_id,stop_id,stop_sequence,stop_headsign,arrival_time,departure_time,timepoint
C101_trip_2,mxc_C101_STP_75,9898,Cuauhtémoc,04:53:02,04:53:02,0
C101_trip_2,mxc_C101_STP_76,9899,Jesús Rodríguez Morales,04:55:05,04:55:05,0
C101_trip_2,mxc_C101_STP_77,9900,Camino Al Molino,04:56:30,04:56:30,0
C101_trip_2,mxc_C101_STP_78,9901,Camino San Sebastian,04:58:00,04:58:00,0
C101_trip_2,mxc_C101_STP_79,9902,Calle Cuauhtémoc,04:59:23,04:59:23,0
C101_trip_2,mxc_C101_STP_80,9903,Calle Constitución,05:00:29,05:00:29,0
C101_trip_2,mxc_C101_STP_82,9905,Rosa,05:02:11,05:02:11,0
C101_trip_2,mxc_C101_STP_83,9906,Guerrero,05:03:05,05:03:05,0
C101_trip_2,mxc_C101_STP_84,9907,Residencial San Sebastian El Grande,05:04:34,05:04:34,0
C101_trip_2,mxc_C101_STP_85,9908,Av. de los Setos,05:05:55,05:05:55,0
C101_trip_2,mxc_C101_STP_87,9910,Av. Jesús Michel González,05:08:55,05:08:55,0
C101_trip_2,mxc_C101_STP_88,9911,Av. Jesús Michel González,05:09:42,05:09:42,0
C101_trip_2,mxc_C101_STP_89,9912,Avenida Jesús Michel González,05:11:57,05:11:57,0
C101_trip_2,mxc_C101_STP_96,9919,Calle Loma de Caserta,05:21:36,05:21:36,0
C101_trip_2,mxc_C103_STP_196,9935,Calle Higuera,05:43:21,05:43:21,0
C101_trip_2,mxc_C126V2_STP_62,9886,Calle Comonfort,04:33:55,04:33:55,0
C101_trip_2,mxc_C132_STP_23,9923,Avenida Lomas de Ginebra,05:25:00,05:25:00,0
C101_trip_2,mxc_C14V1_STP_99,9909,San Antonio,05:07:31,05:07:31,0
C102_route_1_0000001_16380,mxb_A08_STOP_5,10005,Calle El Eden,06:49:17,06:49:17,0
C102_route_1_0000001_16380,mxb_A09_STOP_17,10012,Antigua Carretera a Chapala,06:58:05,06:58:05,0
C102_route_1_0000001_16380,mxb_A09_STOP_21,10015,Antigua Carretera a Chapala,07:00:33,07:00:33,0
C102_route_1_0000001_16380,mxb_A09_STOP_22,10016,Juan de la Barrera,07:01:34,07:01:34,0
C102_route_1_0000001_16380,mxb_A19_STOP_30,9984,Av. Camino Real,06:26:51,06:26:51,0
C102_route_1_0000001_16380,mxb_A19_STOP_37,9990,Gorrión,06:33:58,06:33:58,0
C102_route_1_0000001_16380,mxb_A20_STOP_19,9987,La Arbolada Plus,06:30:13,06:30:13,0
C102_route_1_0000001_16380,mxb_A21_STOP_20,9993,Avenida Adolf Bernard Horn Junior,06:37:04,06:37:04,0
C102_route_1_0000001_16380,mxc_C03_STP_06,10000,Calle Emiliano Zapata,06:44:23,06:44:23,0
C102_route_1_0000001_16380,mxc_C03_STP_10,10004,Antigua Carretera a Chapala,06:48:01,06:48:01,0
C102_route_1_0000001_16380,mxc_C03_STP_116,9956,Minerales,05:15:58,05:15:58,0
C102_route_1_0000001_16380,mxc_C03_STP_12,10006,Antigua Carretera a Chapala,06:51:07,06:51:07,0
C102_route_1_0000001_16380,mxc_C03_STP_13,10007,Antigua Carretera a Chapala,06:52:00,06:52:00,0
C102_route_1_0000001_16380,mxc_C03_STP_15,10009,Antigua Carretera a Chapala,06:54:54,06:54:54,0
C102_route_1_0000001_16380,mxc_C03_STP_16,10010,Calle Gardenia,06:56:17,06:56:17,0
C102_route_1_0000001_16380,mxc_C03_STP_17,10011,Antigua Carretera a Chapala,06:57:12,06:57:12,0
C102_route_1_0000001_16380,mxc_C03_STP_20,10014,Antigua Carretera a Chapala,06:59:43,06:59:43,0
C102_route_1_0000001_16380,mxc_C06_STP_16,10028,Tren Ligero Central de Autobuses,07:28:08,07:28:08,0
C102_route_1_0000001_16380,mxc_C06_STP_17,10029,Salvador Hinojosa,07:29:18,07:29:18,0
C102_route_1_0000001_16380,mxc_C06_STP_18,10030,Guillermo España,07:30:09,07:30:09,0
C102_route_1_0000001_16380,mxc_C100_STP_09,9963,Loma de Piura,05:54:09,05:54:09,0
C102_route_1_0000001_16380,mxc_C100_STP_11,9964,Lomas de Trieste,05:55:49,05:55:49,0
C102_route_1_0000001_16380,mxc_C100_STP_12,9965,Circuito Lomas de Catamarca Poniente,05:56:36,05:56:36,0
C102_route_1_0000001_16380,mxc_C100_STP_13,9966,Loma de Milan,05:57:50,05:57:50,0
C102_route_1_0000001_16380,mxc_C100_STP_14,9967,Boulevard Lomas del Sur,05:58:59,05:58:59,0
C102_route_1_0000001_16380,mxc_C100_STP_15,9968,Loma de Pontevedra,06:00:05,06:00:05,0
C102_route_1_0000001_16380,mxc_C100_STP_16,9969,Calle Loma de Sevilla,06:00:58,06:00:58,0
C102_route_1_0000001_16380,mxc_C100_STP_17,9970,Boulevard Lomas del Sur,06:01:47,06:01:47,0
C102_route_1_0000001_16380,mxc_C100_STP_18,9971,Loma de Valladolid,06:02:31,06:02:31,0
C102_route_1_0000001_16380,mxc_C100_STP_21,9974,Av. Jesús Michel González,06:09:19,06:09:19,0
C102_route_1_0000001_16380,mxc_C101_STP_01,9946,Constitución Poniente,04:33:00,04:33:00,0
C102_route_1_0000001_16380,mxc_C101_STP_03,9948,Constitución Poniente,04:34:30,04:34:30,0
C102_route_1_0000001_16380,mxc_C101_STP_04,9949,Calle Constitución Oriente,04:35:15,04:35:15,0
C102_route_1_0000001_16380,mxc_C101_STP_05,9950,Calle Constitución Oriente,04:36:00,04:36:00,0
C102_route_1_0000001_16380,mxc_C101_STP_07,9952,Calle Constitución Oriente,04:38:17,04:38:17,0
C102_route_1_0000001_16380,mxc_C101_STP_08,9953,Avenida de las Colinas,04:41:38,04:41:38,0
C102_route_1_0000001_16380,mxc_C101_STP_09,9954,Calle Constitución Oriente,04:42:48,04:42:48,0
C102_route_1_0000001_16380,mxc_C101_STP_10,9955,Calle Constitución Oriente,04:44:32,04:44:32,0
C102_route_1_0000001_16380,mxc_C101_STP_11,9957,Circuito Alerce,05:45:58,05:45:58,0
C102_route_1_0000001_16380,mxc_C101_STP_12,9958,Calle Constitución Oriente,05:48:06,05:48:06,0
C102_route_1_0000001_16380,mxc_C101_STP_13,9959,Colina Real,05:49:38,05:49:38,0
C102_route_1_0000001_16380,mxc_C101_STP_14,9960,Loma de Managua,05:52:26,05:52:26,0
C102_route_1_0000001_16380,mxc_C102_STP_02,9947,Constitución Poniente,04:33:46,04:33:46,0
C102_route_1_0000001_16380,mxc_C102_STP_06,9951,Calle Constitución Oriente,04:37:10,04:37:10,0
C102_route_1_0000001_16380,mxc_C102_STP_28,9973,Bafin,06:05:11,06:05:11,0
C102_route_1_0000001_16380,mxc_C102_STP_30,9975,Av. los Encinos,06:12:22,06:12:22,0
C102_route_1_0000001_16380,mxc_C102_STP_31,9976,San Sebastían,06:13:37,06:13:37,0
C102_route_1_0000001_16380,mxc_C102_STP_32,9977,Paseo de la cumbre,06:14:57,06:14:57,0
C102_route_1_0000001_16380,mxc_C102_STP_33,9978,Camino a Lomas de Tejada,06:15:44,06:15:44,0
C102_route_1_0000001_16380,mxc_C102_STP_34,9979,Av. de las Uvas,06:17:56,06:17:56,0
C102_route_1_0000001_16380,mxc_C102_STP_35,9980,Av. Los Fresnos,06:19:58,06:19:58,0
C102_route_1_0000001_16380,mxc_C102_STP_37,9982,Reforma,06:24:22,06:24:22,0
C102_route_1_0000001_16380,mxc_C102_STP_40,9985,Javier Mina,06:28:02,06:28:02,0
C102_route_1_0000001_16380,mxc_C102_STP_43,9988,Del Valle,06:31:53,06:31:53,0
C102_route_1_0000001_16380,mxc_C102_STP_44,9989,Av. del Paraíso,06:32:46,06:32:46,0
C102_route_1_0000001_16380,mxc_C102_STP_46,9991,Prolongación 1º de Mayo,06:35:01,06:35:01,0
C102_route_1_0000001_16380,mxc_C102_STP_51,9996,Prolongación 1º de Mayo,06:40:50,06:40:50,0
C102_route_1_0000001_16380,mxc_C102_STP_53,9998,Prolongación 1º de Mayo,06:42:42,06:42:42,0
C102_route_1_0000001_16380,mxc_C102_STP_68,10013,Antigua Carretera a Chapala,06:58:55,06:58:55,0
C102_route_1_0000001_16380,mxc_C102_STP_72,10017,Paseo Lagos,07:03:31,07:03:31,0
C102_route_1_0000001_16380,mxc_C102_STP_73,10018,Periférico Sur,07:04:53,07:04:53,0
C102_route_1_0000001_16380,mxc_C102_STP_74,10019,Cristobal Colon,07:06:50,07:06:50,0
C102_route_1_0000001_16380,mxc_C102_STP_76,10021,A Chapala,07:11:49,07:11:49,0
C102_route_1_0000001_16380,mxc_C102_STP_77,10022,Santa María,07:13:03,07:13:03,0
C102_route_1_0000001_16380,mxc_C102_STP_79,10024,Calzada Lázaro Cárdenas Oriente,07:20:53,07:20:53,0
C102_route_1_0000001_16380,mxc_C102_STP_81,10026,Zapotlanejo,07:25:09,07:25:09,0
C102_route_1_0000001_16380,mxc_C102_STP_82,10027,Avenida de las Torres,07:27:08,07:27:08,0
C102_route_1_0000001_16380,mxc_C102_STP_86,10031,Cutberto Ibarra,07:31:05,07:31:05,0
C102_route_1_0000001_16380,mxc_C103_STP_170,9962,Loma de Managua,05:53:30,05:53:30,0
C102_route_1_0000001_16380,mxc_C111V1_STP_05,9983,Miguel Hidalgo,06:25:16,06:25:16,0
C102_route_1_0000001_16380,mxc_C111V1_STP_32,10023,El Tapatio,07:16:26,07:16:26,0
C102_route_1_0000001_16380,mxc_C114V1_STP_15,9972,Loma de Zaagoza,06:03:14,06:03:14,0
C102_route_1_0000001_16380,mxc_C40_STP_79,9981,Av. de Los Altos,06:23:27,06:23:27,0
C102_route_1_0000001_16380,mxc_C41V1_STP_62,10025,Orizaba,07:22:42,07:22:42,0
C102_route_1_0000001_16380,mxc_C50V1_STP_28,9999,Minerales,06:43:35,06:43:35,0
C102_route_1_0000001_16380,mxc_C50V1_STP_31,10002,1o. de Mayo Oriente,06:46:14,06:46:14,0
C102_route_1_0000001_16380,mxc_C50V1_STP_38,10008,Antigua Carretera a Chapala,06:52:56,06:52:56,0
C102_route_1_0000001_16380,mxc_C67V1_STP_27,9986,Av. Champagnat,06:29:18,06:29:18,0
C102_route_1_0000001_16380,mxc_C67V1_STP_32,9992,Av. Adolf Bernard Horn Junior,06:36:24,06:36:24,0
C102_route_1_0000001_16380,mxc_C67V1_STP_33,9994,Prolongación 1º de Mayo,06:38:12,06:38:12,0
C102_route_1_0000001_16380,mxc_C67V1_STP_34,9995,Prolongación 1º de Mayo,06:39:41,06:39:41,0
C102_route_1_0000001_16380,mxc_C67V1_STP_35,9997,1 de Mayo,06:41:49,06:41:49,0
C102_route_1_0000001_16380,mxc_C67V1_STP_37,10001,Minerales,06:45:32,06:45:32,0
C102_route_1_0000001_16380,mxc_C67V1_STP_38,10003,Minerales,06:47:04,06:47:04,0
C102_route_1_0000001_16380,mxc_C67V1_STP_44,10020,Cristobal Colon,07:07:33,07:07:33,0
C102_route_2_0000001_16200,mxb_A09_STOP_65,10050,Juan de la Barrera,05:02:42,05:02:42,0
C102_route_2_0000001_16200,mxb_A09_STOP_66,10051,Antigua Carretera a Chapala,05:03:36,05:03:36,0
C102_route_2_0000001_16200,mxb_A09_STOP_67,10052,Antigua Carretera a Chapala,05:04:21,05:04:21,0
C102_route_2_0000001_16200,mxb_A09_STOP_68,10053,Antigua Carretera a Chapala,05:05:08,05:05:08,0
C102_route_2_0000001_16200,mxb_A09_STOP_69,10054,Antigua Carretera a Chapala,05:06:03,05:06:03,0
C102_route_2_0000001_16200,mxb_A19_STOP_88,10065,Prolongación 1º de Mayo,05:25:02,05:25:02,0
C102_route_2_0000001_16200,mxb_A19_STOP_89,10066,Gorrión,05:26:08,05:26:08,0
C102_route_2_0000001_16200,mxb_A19_STOP_91,10068,Multiplaza Del Valle,05:28:11,05:28:11,0
C102_route_2_0000001_16200,mxb_A21_STOP_20,10064,Avenida Adolf Bernard Horn Junior,05:22:42,05:22:42,0
C102_route_2_0000001_16200,mxc_C03_STP_114,10056,Antigua Carretera a Chapala,05:10:34,05:10:34,0
C102_route_2_0000001_16200,mxc_C03_STP_117,10058,Minerales,05:15:50,05:15:50,0
C102_route_2_0000001_16200,mxc_C100_STP_62,10086,Avenida Jesús Michel González,05:58:23,05:58:23,0
C102_route_2_0000001_16200,mxc_C100_STP_63,10087,Bafin,05:59:32,05:59:32,0
C102_route_2_0000001_16200,mxc_C100_STP_64,10088,Calle Loma Villarreal,06:01:50,06:01:50,0
C102_route_2_0000001_16200,mxc_C100_STP_65,10089,Loma de Teruel,06:02:47,06:02:47,0
C102_route_2_0000001_16200,mxc_C100_STP_66,10090,Boulevard Lomas del Sur,06:04:20,06:04:20,0
C102_route_2_0000001_16200,mxc_C100_STP_67,10091,Boulevard Lomas del Sur,06:05:29,06:05:29,0
C102_route_2_0000001_16200,mxc_C100_STP_69,10093,Loma de Trapany,06:07:13,06:07:13,0
C102_route_2_0000001_16200,mxc_C100_STP_70,10094,Lomas de Trieste,06:08:00,06:08:00,0
C102_route_2_0000001_16200,mxc_C100_STP_72,10095,Loma de Ancona,06:09:00,06:09:00,0
C102_route_2_0000001_16200,mxc_C100_STP_74,10097,Avenida Lomas de Ginebra,06:10:44,06:10:44,0
C102_route_2_0000001_16200,mxc_C100_STP_75,10098,Loma de Managua,06:11:27,06:11:27,0
C102_route_2_0000001_16200,mxc_C101_STP_01,10115,Constitución Poniente,06:33:37,06:33:37,0
C102_route_2_0000001_16200,mxc_C101_STP_103,10099,Loma de Managua,06:12:32,06:12:32,0
C102_route_2_0000001_16200,mxc_C101_STP_104,10100,Colina Real,06:15:19,06:15:19,0
C102_route_2_0000001_16200,mxc_C101_STP_105,10101,Calle Constitución Oriente,06:16:51,06:16:51,0
C102_route_2_0000001_16200,mxc_C101_STP_106,10102,Circuito Alerce,06:18:56,06:18:56,0
C102_route_2_0000001_16200,mxc_C101_STP_107,10103,Avenida del Almendro,06:20:02,06:20:02,0
C102_route_2_0000001_16200,mxc_C101_STP_108,10104,Calle Constitución Oriente,06:21:45,06:21:45,0
C102_route_2_0000001_16200,mxc_C101_STP_109,10105,Avenida de las Colinas,06:23:00,06:23:00,0
C102_route_2_0000001_16200,mxc_C101_STP_110,10106,Calle Constitución Oriente,06:25:57,06:25:57,0
C102_route_2_0000001_16200,mxc_C101_STP_111,10107,Vallarta Oriente,06:27:14,06:27:14,0
C102_route_2_0000001_16200,mxc_C101_STP_114,10110,Vallarta Oriente,06:29:50,06:29:50,0
C102_route_2_0000001_16200,mxc_C101_STP_115,10111,Calle Juárez Eje Sur,06:30:36,06:30:36,0
C102_route_2_0000001_16200,mxc_C101_STP_116,10112,Calle Vallarta Poniente,06:31:20,06:31:20,0
C102_route_2_0000001_16200,mxc_C101_STP_117,10113,Calle Vallarta Poniente,06:32:03,06:32:03,0
C102_route_2_0000001_16200,mxc_C101_STP_118,10114,Calle Vallarta Poniente,06:32:49,06:32:49,0
C102_route_2_0000001_16200,mxc_C101_STP_88,10084,Av. Jesús Michel González,05:54:27,05:54:27,0
C102_route_2_0000001_16200,mxc_C101_STP_89,10085,Avenida Jesús Michel González,05:56:42,05:56:42,0
C102_route_2_0000001_16200,mxc_C101_STP_96,10092,Calle Loma de Caserta,06:06:20,06:06:20,0
C102_route_2_0000001_16200,mxc_C102_STP_100,10045,Calle Piedrera,04:53:30,04:53:30,0
C102_route_2_0000001_16200,mxc_C102_STP_101,10046,Avenida de la Solidaridad Iberoamericana,04:56:39,04:56:39,0
C102_route_2_0000001_16200,mxc_C102_STP_102,10047,Sonora,04:59:40,04:59:40,0
C102_route_2_0000001_16200,mxc_C102_STP_103,10048,San Antonio,05:01:13,05:01:13,0
C102_route_2_0000001_16200,mxc_C102_STP_104,10049,Juan de la Barrera,05:01:59,05:01:59,0
C102_route_2_0000001_16200,mxc_C102_STP_115,10060,Prolongación 1º de Mayo,05:17:54,05:17:54,0
C102_route_2_0000001_16200,mxc_C102_STP_127,10072,Veintiocho de Enero,05:33:10,05:33:10,0
C102_route_2_0000001_16200,mxc_C102_STP_129,10074,Nogal,05:35:44,05:35:44,0
C102_route_2_0000001_16200,mxc_C102_STP_131,10076,Camino a Unión del 4,05:41:30,05:41:30,0
C102_route_2_0000001_16200,mxc_C102_STP_132,10077,Plaza Tlajomulco,05:42:29,05:42:29,0
C102_route_2_0000001_16200,mxc_C102_STP_133,10078,Av. Los Fresnos,05:43:44,05:43:44,0
C102_route_2_0000001_16200,mxc_C102_STP_134,10079,Av. de las Uvas,05:45:51,05:45:51,0
C102_route_2_0000001_16200,mxc_C102_STP_135,10080,Camino A Lomas de Tejada,05:48:04,05:48:04,0
C102_route_2_0000001_16200,mxc_C102_STP_137,10082,Av. los Encinos,05:50:47,05:50:47,0
C102_route_2_0000001_16200,mxc_C102_STP_138,10083,Av. Jesús Michel González,05:53:38,05:53:38,0
C102_route_2_0000001_16200,mxc_C102_STP_164,10109,Vallarta Oriente,06:28:59,06:28:59,0
C102_route_2_0000001_16200,mxc_C102_STP_87,10032,Av. Tonalá,04:30:00,04:30:00,0
C102_route_2_0000001_16200,mxc_C102_STP_88,10033,Guadalupe,04:30:55,04:30:55,0
C102_route_2_0000001_16200,mxc_C102_STP_89,10034,Unicornio,04:32:15,04:32:15,0
C102_route_2_0000001_16200,mxc_C102_STP_94,10039,Carlos Salgado,04:37:34,04:37:34,0
C102_route_2_0000001_16200,mxc_C102_STP_96,10041,Calle Río Seco,04:43:09,04:43:09,0
C102_route_2_0000001_16200,mxc_C102_STP_98,10043,Matamoros,04:46:21,04:46:21,0
C102_route_2_0000001_16200,mxc_C103_STP_196,10108,Calle Higuera,06:28:05,06:28:05,0
C102_route_2_0000001_16200,mxc_C106_STP_44,10038,Central de Autobuses,04:36:40,04:36:40,0
C102_route_2_0000001_16200,mxc_C111V1_STP_95,10075,Av. de Los Altos,05:36:53,05:36:53,0
C102_route_2_0000001_16200,mxc_C111V3_STP_117,10067,Av. del Paraíso,05:27:15,05:27:15,0
C102_route_2_0000001_16200,mxc_C111V3_STP_121,10071,Aldama,05:32:04,05:32:04,0
C102_route_2_0000001_16200,mxc_C114V2_STP_08,10081,Carretera a San Sebastian el Grande,05:49:32,05:49:32,0
C102_route_2_0000001_16200,mxc_C118_STP_125,10057,Antigua Carretera a Chapala,05:14:27,05:14:27,0
C102_route_2_0000001_16200,mxc_C132_STP_23,10096,Avenida Lomas de Ginebra,06:09:44,06:09:44,0
C102_route_2_0000001_16200,mxc_C15_STP_152,10055,Antigua Carretera a Chapala,05:06:42,05:06:42,0
C102_route_2_0000001_16200,mxc_C29V1_STP_39,10040,Avenida Patria,04:38:19,04:38:19,0
C102_route_2_0000001_16200,mxc_C41V1_STP_67,10042,Glendale,04:44:33,04:44:33,0
C102_route_2_0000001_16200,mxc_C41V1_STP_92,10069,La Arbolada Plus,05:29:46,05:29:46,0
C102_route_2_0000001_16200,mxc_C41V1_STP_93,10070,Av. Champagnat,05:30:43,05:30:43,0
C102_route_2_0000001_16200,mxc_C46V1_STP_26,10036,Cutberto Ibarra,04:34:12,04:34:12,0
C102_route_2_0000001_16200,mxc_C46V1_STP_27,10037,Guillermo España,04:35:08,04:35:08,0
C102_route_2_0000001_16200,mxc_C50V1_STP_94,10062,Prolongación 1º de Mayo,05:20:09,05:20:09,0
C102_route_2_0000001_16200,mxc_C63_STP_13,10035,Salvador Hinojosa,04:33:17,04:33:17,0
C102_route_2_0000001_16200,mxc_C67V1_STP_102,10073,Caoba,05:34:50,05:34:50,0
C102_route_2_0000001_16200,mxc_C67V1_STP_75,10044,El Tapatio,04:49:40,04:49:40,0
C102_route_2_0000001_16200,mxc_C67V1_STP_91,10059,Prolongación 1º de Mayo,05:16:53,05:16:53,0
C102_route_2_0000001_16200,mxc_C67V1_STP_93,10061,Prolongación 1º de Mayo,05:19:04,05:19:04,0
C102_route_2_0000001_16200,mxc_C67V2_STP_132,10063,Prolongación 1º de Mayo,05:21:34,05:21:34,0
C102_trip_1,mxb_A08_STOP_5,10005,Calle El Eden,06:50:17,06:50:17,0
C102_trip_1,mxb_A09_STOP_17,10012,Antigua Carretera a Chapala,06:59:05,06:59:05,0
C102_trip_1,mxb_A09_STOP_21,10015,Antigua Carretera a Chapala,07:01:33,07:01:33,0
C102_trip_1,mxb_A09_STOP_22,10016,Juan de la Barrera,07:02:34,07:02:34,0
C102_trip_1,mxb_A19_STOP_30,9984,Av. Camino Real,06:27:51,06:27:51,0
C102_trip_1,mxb_A19_STOP_37,9990,Gorrión,06:34:58,06:34:58,0
C102_trip_1,mxb_A20_STOP_19,9987,La Arbolada Plus,06:31:13,06:31:13,0
C102_trip_1,mxb_A21_STOP_20,9993,Avenida Adolf Bernard Horn Junior,06:38:04,06:38:04,0
C102_trip_1,mxc_C03_STP_06,10000,Calle Emiliano Zapata,06:45:23,06:45:23,0
C102_trip_1,mxc_C03_STP_10,10004,Antigua Carretera a Chapala,06:49:01,06:49:01,0
C102_trip_1,mxc_C03_STP_116,9956,Minerales,05:16:58,05:16:58,0
C102_trip_1,mxc_C03_STP_12,10006,Antigua Carretera a Chapala,06:52:07,06:52:07,0
C102_trip_1,mxc_C03_STP_13,10007,Antigua Carretera a Chapala,06:53:00,06:53:00,0
C102_trip_1,mxc_C03_STP_15,10009,Antigua Carretera a Chapala,06:55:54,06:55:54,0
C102_trip_1,mxc_C03_STP_16,10010,Calle Gardenia,06:57:17,06:57:17,0
C102_trip_1,mxc_C03_STP_17,10011,Antigua Carretera a Chapala,06:58:12,06:58:12,0
C102_trip_1,mxc_C03_STP_20,10014,Antigua Carretera a Chapala,07:00:43,07:00:43,0
C102_trip_1,mxc_C06_STP_16,10028,Tren Ligero Central de Autobuses,07:29:08,07:29:08,0
C102_trip_1,mxc_C06_STP_17,10029,Salvador Hinojosa,07:30:18,07:30:18,0
C102_trip_1,mxc_C06_STP_18,10030,Guillermo España,07:31:09,07:31:09,0
C102_trip_1,mxc_C100_STP_09,9963,Loma de Piura,05:55:09,05:55:09,0
C102_trip_1,mxc_C100_STP_11,9964,Lomas de Trieste,05:56:49,05:56:49,0
C102_trip_1,mxc_C100_STP_12,9965,Circuito Lomas de Catamarca Poniente,05:57:36,05:57:36,0
C102_trip_1,mxc_C100_STP_13,9966,Loma de Milan,05:58:50,05:58:50,0
C102_trip_1,mxc_C100_STP_14,9967,Boulevard Lomas del Sur,05:59:59,05:59:59,0
C102_trip_1,mxc_C100_STP_15,9968,Loma de Pontevedra,06:01:05,06:01:05,0
C102_trip_1,mxc_C100_STP_16,9969,Calle Loma de Sevilla,06:01:58,06:01:58,0
C102_trip_1,mxc_C100_STP_17,9970,Boulevard Lomas del Sur,06:02:47,06:02:47,0
C102_trip_1,mxc_C100_STP_18,9971,Loma de Valladolid,06:03:31,06:03:31,0
C102_trip_1,mxc_C100_STP_21,9974,Av. Jesús Michel González,06:10:19,06:10:19,0
